index,family_1,trohpic level in our work,,,kingdom,phylum,order,family,genus,species,name,,level,diet,diet1,sealifebase_level,Paraphyletic group 0,Paraphyletic group 1,Functional group 0,Functional group 1,Functional group 2,Functional group 3,size 0,size 1,feedingtype 0,feedingtype 1,feedingtype 2,feedingtype 3,feedingtype 4,feedingtype 5,feedingtype 6,feedingtype 7,feedingtype 8,size 2,size 3,size 4,size 5,size 6,size 7,size 8,size 9,size 10,size 11,size 12,size 13,size 14,size 15,size 16,size 17,size 18,size 19,size 20
1427,Bolinidae,3,3,0,Animalia,Chordata,Myctophiformes,Myctophidae,Lampanyctus,Lampanyctus crocodilus,Lampanyctus crocodilus,灯笼鱼科鱼类是典型的以小型浮游动物为食的温和鱼类,3,carnivore (based on Myctophiformes),,,Pisces,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,Radiicephalidae,4,1,0,Chromista,Ochrophyta,Fucales,Sargassaceae,Halidrys,Halidrys siliquosa,Halidrys siliquosa,色藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1429,Cephalodasyidae,2,2,0,Animalia,Arthropoda,Cumacea,Diastylidae,Diastylis,,Diastylis,,2,omnivore (based on Malacostraca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,Neoceratiidae,3,2,0,Chromista,Foraminifera,Rotaliida,Discorbinellidae,Laticarinina,Laticarinina pauperata,Laticarinina pauperata,,2,omnivore (based on Foraminifera),,,,,benthos,benthos > meiobenthos,,,0.2 - 2.0 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,Liotiidae,2,2,0,Chromista,Foraminifera,Rotaliida,Globoquadrinidae,Dentoglobigerina,Dentoglobigerina tripartita,Dentoglobigerina tripartita,,2,omnivore (based on Foraminifera),,,,,plankton > zooplankton,plankton > mesoplankton,,,0.2 - 2.0 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,Gibberichthyidae,3,3,0,Animalia,Cnidaria,Leptothecata,Phialellidae,Phialella,Phialella quadrata,Phialella quadrata,水母,3,carnivore, suspension feeder,,,,benthos,plankton > zooplankton,,,13,100,,,,,,,,,,130,350,400,250,5,2.0 - 200 mm,,,,,,,,,,,,,
1433,Pellatispiridae,2,2,0,Animalia,Annelida,,Orbiniidae,Orbinia,Orbinia sertulata,Orbinia sertulata,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,Clistosaccidae,2,3,0,Animalia,Arthropoda,Decapoda,Paguridae,Anapagurus,Anapagurus hyndmanni,Anapagurus hyndmanni,十足目,3,carnivore (based on Decapoda),,,,,benthos,plankton > zooplankton,benthos > macrobenthos,,1.7,5,": parasitic,",,,,,,,,,3.5,3.2,10,2.0 - 200 mm,,,,,,,,,,,,,,,
1435,Entoniscidae,2,2,0,Animalia,Mollusca,Carditida,Astartidae,Astarte,Astarte montagui,Astarte montagui,,2,suspension feeder (based on Crassatelloidea),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,Haplopharyngidae,2,2,0,Animalia,Mollusca,Ostreida,Ostreidae,Magallana,Magallana gigas,Magallana gigas,,2,suspension feeder,,,,,benthos,,,,45,15,": ectoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": ectoparasitic,",": ectoparasitic,",180,2.0 - 200 mm,,,,,,,,,,,,,,,,,
1437,Pseudolividae,3,2,0,Chromista,Foraminifera,Rotaliida,Globigerinidae,Trilobatus,Trilobatus quadrilobatus,Trilobatus quadrilobatus,,2,omnivore (based on Foraminifera),,,,,plankton > zooplankton,plankton > mesoplankton,,,0.2 - 2.0 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,Hemioniscidae,2,2,0,Animalia,Entoprocta,,Pedicellinidae,Pedicellina,,Pedicellina,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,Globuligerinidae,2,2,0,Animalia,Arthropoda,Calanoida,Lucicutiidae,Lucicutia,Lucicutia flavicornis,Lucicutia flavicornis,水蚤,2,,,,,,plankton > zooplankton,plankton > macroplankton,,,1.3,1.7,,,,,,,,,,2.22,2.0 - 200 mm,1.06,1.25,1.35,1.4,1.55,1.75,1.92,2,2.5,,,,,,,,
1440,Xylophagaidae,2,2,0,Chromista,Ciliophora,Choreotrichida,Codonellidae,Tintinnopsis,,Tintinnopsis,色藻界,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,Acratiidae,2,2,0,Animalia,Arthropoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis,Pleuromamma abdominalis,水蚤,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,Placopsilinidae,2,2,0,Animalia,Annelida,Phyllodocida,Syllidae,Palposyllis,Palposyllis prosostoma,Palposyllis prosostoma,,2,detritivore (based on Polychaeta),,,,,benthos > macrobenthos,,,,21,50,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
1443,Macrodasyidae,2,2,0,Chromista,Foraminifera,Rotaliida,Bolivinitidae,Bolivina,,Bolivina,,2,herbivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,Cordagalmatidae,3,2,0,Animalia,Annelida,Terebellida,Terebellidae,Polycirrus,Polycirrus norvegicus,Polycirrus norvegicus,,2,detritivore (based on Polychaeta),,,,,benthos > macrobenthos,,,,100,11,": ectoparasitic,",": ectoparasitic,",,,,,,,,21,51,81,20,50,80,2.0 - 200 mm,,,,,,,,,,,,
1445,Schizocyathidae,3,4,0,Animalia,Chordata,Perciformes,Triglidae,Lepidotrigla,Lepidotrigla cavillone,Lepidotrigla cavillone,鲈形目,4,carnivore (based on Scorpaeniformes),,,Pisces,,,,,,20,12,": ectoparasitic,",": ectoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",,,,,,,,,,,,,,,,,,,,,
1446,,,1,0,Plantae,,Gigartinales,Phyllophoraceae,Coccotylus,Coccotylus truncatus,Coccotylus truncatus,,1,photoautotroph (based on Rhodophyceae),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,,,2,0,Animalia,Annelida,Spionida,Spionidae,Laonice,Laonice sarsi,Laonice sarsi,,2,detritivore,,,,,benthos > macrobenthos,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448,,,2,0,Animalia,Bryozoa,Cheilostomatida,Bitectiporidae,Schizomavella,Schizomavella (Schizomavella) linearis,Schizomavella (Schizomavella) linearis,,2,suspension feeder (based on Cheilostomata),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,,,1,0,Plantae,,Palmariales,Rhodothamniellaceae,Rhodothamniella,Rhodothamniella floridula,Rhodothamniella floridula,,1,,,,Algae > Macroalgae,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,,,2,0,Chromista,Foraminifera,Polymorphinida,Pleurostomellidae,Pleurostomella,,Pleurostomella,,2,omnivore (based on Foraminifera),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,,,2,0,Animalia,Annelida,Terebellida,Ampharetidae,Eclysippe,Eclysippe vanelli,Eclysippe vanelli,,2,detritivore (based on Polychaeta),,,,,benthos > macrobenthos,,,,51,80,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
1452,,,5,0,Animalia,Chordata,Charadriiformes,Laridae,Sterna,Sterna paradisaea,Sterna paradisaea,海鸟，以鱼、昆虫和底栖动物为食,5,carnivore (based on Coelurosauria),,4.45,,,nekton,,,,75,85,": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",>200 mm,,,,,,,,,,,,,,,,,,
1453,,,3,0,Animalia,Arthropoda,Decapoda,Crangonidae,Philocheras,Philocheras trispinosus,Philocheras trispinosus,十足目,3,carnivore (based on Decapoda),,4.45,,,benthos > macrobenthos,,,,27,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,,,1,0,Chromista,Ochrophyta,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia distans,Pinnularia distans,,1,photoautotroph,,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,,,1,0,Chromista,Myzozoa,Peridiniales,Peridiniida incertae sedis,Archaeperidinium,Archaeperidinium minutum,Archaeperidinium minutum,,1,,,,Algae,,plankton > microplankton,plankton > zooplankton,,,<0.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,,,#N/A,#N/A,Plantae,,Trebouxiales,Botryococcaceae,Botryococcus,,Botryococcus,,1,photoautotroph (based on Chlorophyta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,,,4,0,Animalia,Chordata,Eupercaria incertae sedis,Sparidae,Pagellus,Pagellus erythrinus,Pagellus erythrinus,主要以底栖甲壳动物、软体动物、棘皮动物或海藻为食，偶尔捕食小鱼。,4,carnivore (based on Perciformes),,,Pisces,,,,,,60,25,": ectoparasitic,",": ectoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": ectoparasitic,",,,,,,,,,,,,,,,,,,,
1458,,,2,0,Animalia,Arthropoda,Amphipoda,Caprellidae,Pseudoprotella,Pseudoprotella phasma,Pseudoprotella phasma,,2,omnivore (based on Malacostraca),,,,,benthos > macrobenthos,,,,20,25,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
1459,,,2,0,Animalia,Arthropoda,Amphipoda,Corophiidae,Leptocheirus,Leptocheirus pilosus,Leptocheirus pilosus,,2,omnivore (based on Malacostraca),,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,,,1,0,Chromista,Ochrophyta,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,Coscinodiscus wailesii,Coscinodiscus wailesii,,1,,,2,Algae,,benthos,plankton > phytoplankton,,,250,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,,,2,0,Animalia,Annelida,Terebellida,Cirratulidae,Caulleriella,Caulleriella bioculata,Caulleriella bioculata,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,,,1,0,Plantae,,Gelidiales,Gelidiaceae,Gelidium,Gelidium spinosum,Gelidium spinosum,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1463,,,1,0,Plantae,,Ulvales,Ulvaceae,Ulva,Ulva compressa,Ulva compressa,,1,photoautotroph (based on Chlorophyta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,,,2,0,Animalia,Annelida,Phyllodocida,Syllidae,Streptosyllis,Streptosyllis websteri,Streptosyllis websteri,,2,detritivore (based on Polychaeta),,,,,benthos > macrobenthos,,,,21,50,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
1465,,,2,0,Animalia,Cnidaria,Actiniaria,Metridiidae,Metridium,Metridium senile,Metridium senile,,2,suspension feeder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,,,4,0,Animalia,Chordata,Rajiformes,Rajidae,Raja,Raja microocellata,Raja microocellata,鳐目，以浮游生物和甲壳类为食物,4,carnivore (based on Rajiformes),,,Pisces,,,,,,80,86,": endoparasitic,",": endoparasitic,",: parasitic<\/small>,: parasitic<\/small>,": endoparasitic,",,,,,,,,,,,,,,,,,,,,,,,
1467,,,2,0,Animalia,Bryozoa,Cheilostomatida,Escharellidae,Escharella,Escharella variolosa,Escharella variolosa,,2,suspension feeder (based on Cheilostomata),,,,,benthos,plankton > zooplankton,benthos > macrobenthos,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1468,,,2,0,Animalia,Arthropoda,Cyclopoida,Corycaeidae,Farranula,Farranula rostrata,Farranula rostrata,水蚤,2,,,,,,plankton > zooplankton,plankton > mesoplankton,,,0.66,0.72,parasitic,,,,,,,,,0.73,0.8,0.2 - 2.0 mm,0.61,0.7,0.78,0.9,,,,,,,,,,,,
1469,,,2,0,Animalia,Annelida,Terebellida,Cirratulidae,Kirkegaardia,Kirkegaardia dorsobranchialis,Kirkegaardia dorsobranchialis,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,21,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,,,2,0,Animalia,Porifera,Leucosolenida,Sycettidae,Sycon,Sycon ciliatum,Sycon ciliatum,,2,suspension feeder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,,,1,0,Chromista,Myzozoa,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium oblongum,Protoperidinium oblongum,囊泡藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,,,2,0,Animalia,Arthropoda,Amphipoda,Ampeliscidae,Ampelisca,Ampelisca sarsi,Ampelisca sarsi,,2,omnivore (based on Malacostraca),,2,,,benthos > macrobenthos,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,,,#N/A,#N/A,Animalia,Echinodermata,Synallactida,Stichopodidae,Parastichopus,Parastichopus regalis,Parastichopus regalis,,2,deposit feeder, suspension feeder (based on Aspidochirotida),2,,,benthos,,,,300,,": endoparasitic,",": symbiotic,",": ectoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": ectoparasitic,",,,,,,,,,,,,,,,,,,,,
1474,,,4,0,Animalia,Chordata,Rajiformes,Rajidae,Dipturus,Dipturus batis,Dipturus batis,鳐目，以浮游生物和甲壳类为食物,4,carnivore (based on Rajiformes),,,Pisces,,,,,,200,285,": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",100,,,,,,,,,,,,,,,,,,
1475,,,5,0,Animalia,Chordata,Perciformes,Scorpaenidae,Scorpaena,Scorpaena scrofa,Scorpaena scrofa,鲈形目,5,carnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1476,,,1,0,Plantae,,Sphaeropleales,Hydrodictyaceae,Pseudopediastrum,Pseudopediastrum boryanum,Pseudopediastrum boryanum,,1,photoautotroph (based on Chlorophyta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,,,2,0,Animalia,Annelida,,Scalibregmatidae,Polyphysia,Polyphysia crassa,Polyphysia crassa,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1478,,,3,0,Animalia,Cnidaria,Semaeostomeae,Ulmaridae,Aurelia,Aurelia aurita,Aurelia aurita,旗口水母目,3,,,,,,plankton > megaplankton,benthos,plankton > zooplankton,,>200 mm,3.86,": endoparasitic,",,,,,,,,,4.5,39.4,43.9,45.4,47.9,62.6,72.6,92,93.4,94,105,123,130,135,141,145,150,200,220
1479,,,2,0,Animalia,Annelida,Spionida,Spionidae,Scolelepis,Scolelepis (Parascolelepis) tridentata,Scolelepis (Parascolelepis) tridentata,,2,suspension feeder (based on Pleuromeris),,,,,benthos > macrobenthos,,,,11,20,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
1480,,,1,0,Chromista,Myzozoa,Gonyaulacales,Cladopyxidaceae,Micracanthodinium,Micracanthodinium setiferum,Micracanthodinium setiferum,,1,,,,Algae,,plankton > phytoplankton,plankton > microplankton,,,<0.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,,,2,0,Animalia,Chordata,Phlebobranchia,Ascidiidae,Ascidiella,Ascidiella scabra,Ascidiella scabra,,2,suspension feeder (based on Urochordata),,,,,benthos,plankton > zooplankton,benthos > macrobenthos,,4,20,filter feeder,": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",": ectoparasitic,",50,2.0 - 200 mm,,,,,,,,,,,,,,,,,
1482,,,2,0,Animalia,Arthropoda,Amphipoda,Urothoidae,Urothoe,Urothoe pulchella,Urothoe pulchella,,2,omnivore (based on Malacostraca),,,,,benthos > macrobenthos,,,,5,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,,,1,0,Chromista,Ochrophyta,Thalassiosirales,Stephanodiscaceae,Cyclotella,Cyclotella caspia,Cyclotella caspia,色藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,,,2,0,Animalia,Arthropoda,Calanoida,Metridinidae,Pleuromamma,Pleuromamma borealis,Pleuromamma borealis,水蚤,2,,,,,,plankton > zooplankton,plankton > macroplankton,,,1.44,2.5,,,,,,,,,,1.47,1.67,2.13,2.46,2.0 - 200 mm,1.5,1.9,2,2.25,,,,,,,,,,
1485,,,2,0,Animalia,Rotifera,Ploima,Brachionidae,Keratella,Keratella cruciformis,Keratella cruciformis,游泳轮虫目,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,,,2,0,Animalia,Mollusca,Venerida,Ungulinidae,Diplodonta,Diplodonta rotundata,Diplodonta rotundata,,2,suspension feeder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,,,2,0,Animalia,Arthropoda,Amphipoda,Argissidae,Argissa,Argissa hamatipes,Argissa hamatipes,,2,omnivore (based on Malacostraca),,,,,benthos > macrobenthos,,,,3,6,,,,,,,,,,0.6,2.0 - 200 mm,,,,,,,,,,,,,,,,,
1488,,,2,0,Animalia,Echinodermata,Dendrochirotida,Cucumariidae,Paraleptopentacta,Paraleptopentacta elongata,Paraleptopentacta elongata,,2,photosymbiotic, suspension feeder (based on Montlivaltiidae),,,,benthos,,,,100,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,,,4,0,Animalia,Chordata,Eupercaria incertae sedis,Sparidae,Spicara,Spicara smaris,Spicara smaris,主要以底栖甲壳动物、软体动物、棘皮动物或海藻为食，偶尔捕食小鱼。,4,carnivore (based on Perciformes),,,Pisces,,,,,,20,14,": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",": endoparasitic,",: endoparasitic<\/small>,": endoparasitic,",: endoparasitic<\/small>,": endoparasitic,",,,,,,,,,,,,,,,,,,,
1490,,,4,1,Animalia,Chordata,Perciformes,Sebastidae,Sebastes,,Sebastes,鲈形目,3,carnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,,,#N/A,#N/A,Chromista,Myzozoa,Peridiniales,Lessardiaceae,Lessardia,,Lessardia,囊泡藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,,,#N/A,#N/A,Animalia,Arthropoda,Trichoptera,,,,Trichoptera,不同的物种是捕食者，叶子粉碎者，藻类食草动物或来自水体和底栖生物的颗粒的收集者,3,,,,,,not applicable,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,,,2,0,Animalia,Echinodermata,Spatangoida,Loveniidae,Echinocardium,,Echinocardium,,2,deposit feeder, detritivore (based on Spatangoida),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494,,,2,0,Animalia,Annelida,Phyllodocida,Phyllodocidae,Eulalia,Eulalia viridis,Eulalia viridis,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,,,2,0,Animalia,Arthropoda,Isopoda,Gnathiidae,,,Gnathiidae,,2,omnivore (based on Malacostraca),,,,,benthos > macrobenthos,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,,,2,0,Animalia,Annelida,,Magelonidae,Magelona,Magelona papillicornis,Magelona papillicornis,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497,,,1,0,Plantae,,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas longicauda,Pyramimonas longicauda,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,,,1,0,Plantae,,Gigartinales,Caulacanthaceae,Catenella,Catenella caespitosa,Catenella caespitosa,,1,photoautotroph (based on Rhodophyceae),,,Algae > Macroalgae,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,,,1,0,Chromista,Ochrophyta,Naviculales,Pleurosigmataceae,Pleurosigma,Pleurosigma normanii,Pleurosigma normanii,色藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,,,2,0,Animalia,Annelida,Phyllodocida,Nephtyidae,Nephtys,Nephtys hystricis,Nephtys hystricis,,2,detritivore (based on Polychaeta),,,,,benthos,plankton > zooplankton,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,,,2,0,Chromista,Foraminifera,Nodosariida,Stilostomellidae,Stilostomella,,Stilostomella,,2,omnivore (based on Foraminifera),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,,,2,0,Animalia,Arthropoda,Amphipoda,Lysianassidae,,,Lysianassidae,,2,omnivore (based on Malacostraca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,,,2,0,Animalia,Arthropoda,Isopoda,Gnathiidae,Gnathia,,Gnathia,,2,omnivore (based on Malacostraca),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,,,1,0,Chromista,Ochrophyta,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,Coscinodiscus concinnus,Coscinodiscus concinnus,色藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,,,3,1,Animalia,Mollusca,Neogastropoda,Nassariidae,Tritia,Tritia incrassata,Tritia incrassata,新腹足目，食腐,2,,,,,,benthos,,,,12,6,scavenger,": endoparasitic,",,,,,,,,,,,,,,,,,,,,,,,,,,
1506,,,2,0,Animalia,Mollusca,Lucinida,Thyasiridae,Axinulus,Axinulus croulinensis,Axinulus croulinensis,,2,suspension feeder, chemosymbiotic (based on Thyasiridae),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,,,2,0,Animalia,Annelida,Phyllodocida,Syllidae,Syllis,Syllis hyalina,Syllis hyalina,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,,,3,0,Animalia,Arthropoda,Decapoda,Pandalidae,Pandalus,,Pandalus,十足目,3,carnivore (based on Decapoda),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,,,1,0,Chromista,Myzozoa,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium subinerme,Protoperidinium subinerme,囊泡藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,,,2,0,Animalia,Mollusca,Carditida,Astartidae,Astarte,Astarte sulcata,Astarte sulcata,,2,suspension feeder (based on Crassatelloidea),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,,,2,0,Chromista,Foraminifera,Rotaliida,Globobuliminidae,Globobulimina,Globobulimina affinis,Globobulimina affinis,,2,detritivore,,,,,benthos,benthos > meiobenthos,,,0.2 - 2.0 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,,,2,0,Animalia,Mollusca,Lucinida,Thyasiridae,Mendicula,Mendicula ferruginosa,Mendicula ferruginosa,,2,suspension feeder, chemosymbiotic,,,,benthos,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,,,2,0,Animalia,Arthropoda,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus pergens,Clausocalanus pergens,水蚤,2,,,,,,plankton > zooplankton,plankton > mesoplankton,,,0.52,0.67,,,,,,,,,,0.7,1.1,0.2 - 2.0 mm,0.9,1.05,,,,,,,,,,,,,,
1514,,,#N/A,#N/A,Animalia,Chordata,Gaviiformes,Gaviidae,Gavia,,Gavia,潜鸟目,4,carnivore (based on Coelurosauria),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,,,2,0,Animalia,Annelida,,Maldanidae,Euclymene,,Euclymene,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,,,2,0,Animalia,Arthropoda,Amphipoda,Maeridae,Maerella,Maerella tenuimana,Maerella tenuimana,,2,omnivore (based on Malacostraca),,,,,benthos > macrobenthos,,,,9,1,,,,,,,,,,2.0 - 200 mm,,,,,,,,,,,,,,,,,,
1517,,,1,0,Plantae,,Ceramiales,Delesseriaceae,Hypoglossum,Hypoglossum hypoglossoides,Hypoglossum hypoglossoides,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,,,#N/A,#N/A,Chromista,Ochrophyta,,,Zygoceros,Zygoceros surirella,Zygoceros surirella,,1,photoautotroph,,,Algae,,benthos,plankton > phytoplankton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,,,2,0,Animalia,Chordata,Stolidobranchia,Molgulidae,Molgula,,Molgula,,2,suspension feeder (based on Urochordata),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,,,1,0,Chromista,Myzozoa,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium claudicans,Protoperidinium claudicans,,1,,,,Algae,,plankton > microplankton,plankton > zooplankton,,,<0.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,,,2,0,Animalia,Annelida,Terebellida,Terebellidae,Nicolea,Nicolea venustula,Nicolea venustula,,2,detritivore (based on Polychaeta),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,,,2,0,Animalia,Annelida,Spionida,Spionidae,Scolelepis,,Scolelepis,,2,detritivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,,,1,0,Chromista,Ochrophyta,Cymbellales,Rhoicospheniaceae,Rhoicosphenia,Rhoicosphenia abbreviata,Rhoicosphenia abbreviata,,1,photoautotroph,,,Algae,,benthos,plankton > phytoplankton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,,,2,0,Animalia,Mollusca,Lucinida,Lucinidae,Myrtea,Myrtea spinifera,Myrtea spinifera,,2,photosymbiotic (based on Myrtea),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,,,1,0,Chromista,Ochrophyta,Hemiaulales,Hemiaulaceae,Hemiaulus,,Hemiaulus,色藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,,,1,0,Chromista,Myzozoa,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium crassipes,Protoperidinium crassipes,,1,,,,Algae,,plankton > microplankton,plankton > zooplankton,,,<0.2 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,,,1,0,Chromista,Ochrophyta,Bacillariales,Bacillariaceae,Bacillaria,,Bacillaria,色藻界,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
